instance,features,values,scores,target_label
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
93        0.0  -0.337904  -1.091416  -2.514271  -0.204413   0.557054   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
93  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
93  -0.026389  -0.301406  -1.086578  -2.276553    0.44793  -0.121862   

    pixel_7_6  pixel_7_7  
93  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_3_0', 'pixel_2_4', 'pixel_2_0', 'pixel_7_7', 'pixel_2_3', 'pixel_7_0', 'pixel_1_2', 'pixel_1_4', 'pixel_3_7', 'pixel_0_3']","[-0.026388990698462983, 1.4299365216821271, -0.03733266964732845, -0.18695902517032026, 1.2085709653304475, -0.0263889906984631, -1.9069483115288126, 1.1708539528112176, -0.0457389353746345, -2.51427131335175]","[-0.16288670168063313, 0.11848385526155648, -0.10820055617218753, -0.07403108066157935, 0.07172884931320138, 0.07081459234049713, 0.06713730939639462, 0.05925477627092563, 0.05540108040709338, 0.049240993678360934]",1
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
94        0.0  -0.337904   2.044059   0.749722  -2.317664  -1.031214   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
94  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
94  -0.026389   1.765996   2.030791  -1.823606   -2.42837  -1.144934   

    pixel_7_6  pixel_7_7  
94  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_7_4', 'pixel_7_0', 'pixel_0_7', 'pixel_6_5', 'pixel_3_7', 'pixel_3_3', 'pixel_2_0', 'pixel_7_7', 'pixel_2_2', 'pixel_3_0']","[-2.428369912334688, -0.0263889906984631, -0.12238102150342442, -1.4595926520598348, -0.0457389353746345, 0.5414947636938382, -0.03733266964732845, -0.18695902517032026, -1.7412419363443192, -0.026388990698462983]","[0.11503755498995763, 0.10034531107465514, -0.08102325908128491, 0.06498612444052834, 0.049128612917369904, -0.04343141797046011, 0.04067468161680844, 0.035023006320882, 0.03173251339772666, 0.019830683325884484]",7
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
95        0.0  -0.337904   1.416964   0.982865   0.969615   1.086477   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
95  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
95  -0.026389  -0.301406   2.030791  -2.050079   -2.42837  -1.144934   

    pixel_7_6  pixel_7_7  
95  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_7_4', 'pixel_7_0', 'pixel_6_5', 'pixel_0_7', 'pixel_3_7', 'pixel_0_5', 'pixel_2_2', 'pixel_7_7', 'pixel_3_0', 'pixel_6_0']","[-2.428369912334688, -0.0263889906984631, -1.4595926520598348, -0.12238102150342442, -0.0457389353746345, 1.0864769486623194, -1.7412419363443192, -0.18695902517032026, -0.026388990698462983, -0.03963009454234691]","[0.11400354078502693, -0.10847093267786692, 0.06978654204890193, -0.04850599807639303, 0.04467863152576379, 0.04168911298351424, 0.03429932771150154, 0.023820903459871548, 0.02314779485005787, 0.015747399760617942]",7
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
96        0.0  -0.337904  -1.091416  -2.281129   0.500004  -1.031214   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
96  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
96  -0.026389  -0.301406  -1.086578  -2.503026    0.24248  -0.633398   

    pixel_7_6  pixel_7_7  
96  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_3_7', 'pixel_3_0', 'pixel_4_1', 'pixel_5_1', 'pixel_2_0', 'pixel_0_2', 'pixel_5_0', 'pixel_3_6', 'pixel_6_0', 'pixel_7_0']","[-0.0457389353746345, -0.026388990698462983, 2.1911004075436167, 2.1293924636393124, -0.03733266964732845, -1.0914159193535042, -0.05806465198722751, 1.2609376532957213, -0.03963009454234691, -0.0263889906984631]","[-0.24280026249350534, -0.23682173723948832, 0.1207548959574221, 0.11841209816965867, -0.08758223302172624, 0.05950950613441389, 0.049950688893454755, 0.046700563370543444, 0.04481045988505968, 0.02548742157017664]",4
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
97        0.0  -0.337904  -0.255289  -0.882274   0.969615  -0.148843   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
97  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
97  -0.026389  -0.301406   0.082436   0.894073    0.03703  -0.974422   

    pixel_7_6  pixel_7_7  
97  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_7_0', 'pixel_6_0', 'pixel_3_7', 'pixel_3_3', 'pixel_4_4', 'pixel_3_2', 'pixel_3_0', 'pixel_7_7', 'pixel_2_0', 'pixel_2_2']","[-0.0263889906984631, -0.03963009454234691, -0.0457389353746345, 0.7113546142566074, 0.9574542311900363, -1.4610783217942955, -0.026388990698462983, -0.18695902517032026, -0.03733266964732845, -0.8576468157401853]","[0.162508843049022, 0.15802148896598425, 0.1424636318753184, 0.1354514880280875, 0.10811438955739085, -0.1032311724971248, 0.09441966937527585, 0.08990907907248213, 0.0769146946442948, -0.07134321754574081]",8
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
98        0.0   1.824985   2.253091   0.982865   0.969615   1.792374   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
98   0.499616  -0.122381  -0.055763  -0.311829  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
98  -0.026389   2.799697   2.030791   0.894073   0.858829  -0.292374   

    pixel_7_6  pixel_7_7  
98  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_7_2', 'pixel_0_6', 'pixel_0_7', 'pixel_3_0', 'pixel_3_7', 'pixel_3_2', 'pixel_2_5', 'pixel_7_7', 'pixel_0_2', 'pixel_7_0']","[2.030791018665003, 0.49961587556311565, -0.12238102150342442, -0.026388990698462983, -0.0457389353746345, 1.1075952349188443, -1.2628401854902986, -0.18695902517032026, 2.2530909202807448, -0.0263889906984631]","[0.07353622020837716, 0.06687274770464921, -0.05096278909193507, 0.050046886624016906, 0.046520874143282556, 0.04176538588064858, -0.03757612565920879, 0.03629027120775956, 0.03179157914693401, 0.02353747313672965]",5
"    pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
99        0.0  -0.337904  -0.673353   -0.41599  -0.204413  -0.854739   

    pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
99  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.747052  -0.197451   

    pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
99  -0.026389  -0.301406  -0.891742     0.6676   -1.19567  -1.144934   

    pixel_7_6  pixel_7_7  
99  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_7_0', 'pixel_3_3', 'pixel_2_0', 'pixel_7_7', 'pixel_5_3', 'pixel_3_0', 'pixel_4_3', 'pixel_7_2', 'pixel_1_4', 'pixel_6_2']","[-0.0263889906984631, 1.0510743153821458, -0.03733266964732845, -0.18695902517032026, -0.8112956791439104, -0.026388990698462983, 0.31000001977548314, -0.8917420570009164, -1.5298155980551058, -0.10140876351510603]","[0.1952493788324091, 0.14458176359651456, -0.1362043888774388, 0.12408996185818363, -0.12042808721160357, 0.10674523560391284, 0.1050800449823089, 0.07410666175146373, 0.07268546978134902, 0.06310118077079825]",8
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
100        0.0   3.987873   2.253091   0.982865   0.969615   0.733529   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
100   0.499616  -0.122381  -0.055763   3.144747  ...  -0.747052  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
100  -0.026389   3.833398   2.030791   0.214653   -1.81202  -1.144934   

     pixel_7_6  pixel_7_7  
100  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_2_0', 'pixel_7_0', 'pixel_7_2', 'pixel_1_0', 'pixel_0_6', 'pixel_3_0', 'pixel_0_2', 'pixel_6_0', 'pixel_2_5', 'pixel_3_7']","[-0.03733266964732845, -0.0263889906984631, 2.030791018665003, -0.05576317482402748, 0.49961587556311565, -0.026388990698462983, 2.2530909202807448, -0.03963009454234691, -1.2628401854902986, -0.0457389353746345]","[-0.13843429823431444, -0.09542807823878548, 0.07034283316370678, -0.062159792401859544, 0.05897163095647025, 0.04684474559308222, 0.04411359505965558, 0.03820988198399332, -0.038055004583181014, 0.027566443624015988]",5
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
101        0.0  -0.337904   0.371806   0.050295   0.969615   0.557054   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
101  -0.407648  -0.122381  -0.055763   0.630874  ...  -0.747052  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
101  -0.026389  -0.301406   0.861778  -0.238293   -1.60657  -1.144934   

     pixel_7_6  pixel_7_7  
101  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_2_5', 'pixel_2_0', 'pixel_7_0', 'pixel_0_6', 'pixel_3_7', 'pixel_6_0', 'pixel_3_2', 'pixel_3_0', 'pixel_2_4', 'pixel_5_0']","[-0.7795212899248977, -0.03733266964732845, -0.0263889906984631, -0.4076478310723484, -0.0457389353746345, -0.03963009454234691, 1.1075952349188443, -0.026388990698462983, 0.1421535014504206, -0.05806465198722751]","[0.16122253915642393, -0.0973382002439748, 0.07205512330069688, -0.06520814545310351, -0.06495371202875601, -0.044396147494491514, 0.036234309199142896, 0.03094434835697002, -0.02725692905274452, 0.024256030489876172]",5
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
102        0.0  -0.337904   0.162774   0.283438  -0.439219  -0.501791   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
102  -0.407648  -0.122381  -0.055763   0.945108  ...  -0.747052  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
102  -0.026389  -0.301406   0.472107   0.441126    0.24248    0.90121   

     pixel_7_6  pixel_7_7  
102   0.509572  -0.186959  

[1 rows x 64 columns]","['pixel_7_0', 'pixel_7_7', 'pixel_3_2', 'pixel_7_6', 'pixel_6_3', 'pixel_5_5', 'pixel_3_0', 'pixel_2_0', 'pixel_3_3', 'pixel_6_0']","[-0.0263889906984631, -0.18695902517032026, -1.4610783217942955, 0.5095718694746781, 1.2227611302640529, -1.4582977690537675, -0.026388990698462983, -0.03733266964732845, -1.4968234430593916, -0.03963009454234691]","[-0.45646309063254265, -0.192099352718822, 0.1520118195516995, 0.14652343873201684, 0.11095246321368275, 0.09272057626849439, 0.08553697886544577, 0.0760382223310127, 0.07387663480874838, -0.07074016738868782]",2
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
103        0.0  -0.337904  -0.673353   0.050295   0.969615   1.792374   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
103   1.709301  -0.122381  -0.055763  -0.626063  ...   0.284181  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
103  -0.026389  -0.301406  -0.696907     0.6676   0.653379  -0.292374   

     pixel_7_6  pixel_7_7  
103  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_2_0', 'pixel_0_6', 'pixel_3_7', 'pixel_1_0', 'pixel_7_0', 'pixel_3_0', 'pixel_7_2', 'pixel_2_4', 'pixel_5_0', 'pixel_2_5']","[-0.03733266964732845, 1.7093008177437345, -0.0457389353746345, -0.05576317482402748, -0.0263889906984631, -0.026388990698462983, -0.6969065186231884, -1.1456295187812857, -0.05806465198722751, -1.2628401854902986]","[-0.1186493534995297, 0.06824637374622922, -0.06142394403264912, 0.05964709656088349, 0.050179641127492305, 0.04699418916255591, -0.03547117560447975, 0.033606711705168525, 0.03257475368631438, -0.03028299809929291]",5
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
104        0.0  -0.337904  -0.673353  -0.182847   0.265198  -0.325317   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
104  -0.407648  -0.122381  -0.055763  -0.311829  ...   0.696674  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
104  -0.026389  -0.301406  -0.307235  -0.464767   0.653379   1.412746   

     pixel_7_6  pixel_7_7  
104   0.257765  -0.186959  

[1 rows x 64 columns]","['pixel_3_5', 'pixel_7_0', 'pixel_4_4', 'pixel_6_0', 'pixel_5_4', 'pixel_5_7', 'pixel_2_5', 'pixel_7_7', 'pixel_5_0', 'pixel_3_0']","[1.110538070970404, -0.0263889906984631, -0.3838684402407043, -0.03963009454234691, -1.2296959543990227, -0.0961539066298463, 0.831541695293106, -0.18695902517032026, -0.05806465198722751, -0.026388990698462983]","[0.06888004449431523, 0.05742988396071836, 0.04165377524692724, -0.041557786291060064, 0.03836830559919831, 0.036422352437867844, 0.03574235027994218, 0.027099403511127055, 0.026959266591582282, 0.014716138737993937]",9
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
105        0.0  -0.337904  -0.255289    0.51658  -0.204413  -0.501791   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
105  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.334559  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
105  -0.026389  -0.301406  -0.307235     0.6676    0.03703   -0.80391   

     pixel_7_6  pixel_7_7  
105  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_3_4', 'pixel_4_4', 'pixel_7_0', 'pixel_6_7', 'pixel_1_7', 'pixel_2_0', 'pixel_5_7', 'pixel_3_0', 'pixel_6_0', 'pixel_1_0']","[-1.6083072330269994, -1.725191111671445, -0.0263889906984631, -0.19745099779252528, -0.12605859208882483, -0.03733266964732845, -0.0961539066298463, -0.026388990698462983, -0.03963009454234691, -0.05576317482402748]","[0.1016031051107813, 0.05470165439775085, 0.029203429169150835, -0.019344748669158623, 0.018999846919403214, 0.018282146283369022, -0.015950111685567384, 0.011140937392109206, -0.009341808643715728, 0.009083252371858946]",0
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
106        0.0  -0.337904  -0.882384  -0.182847   0.030392   1.262951   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
106   3.826249   4.735672  -0.055763  -0.626063  ...  -0.747052  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
106  -0.026389  -0.301406  -1.086578     0.6676   -0.99022  -1.144934   

     pixel_7_6  pixel_7_7  
106  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_7_4', 'pixel_6_5', 'pixel_0_7', 'pixel_3_3', 'pixel_3_0', 'pixel_0_5', 'pixel_1_0', 'pixel_7_0', 'pixel_7_7', 'pixel_2_0']","[-0.9902201950444538, -1.4595926520598348, 4.735672235414279, -1.3269635924966223, -0.026388990698462983, 1.262951163111031, -0.05576317482402748, -0.0263889906984631, -0.18695902517032026, -0.03733266964732845]","[0.12083787263919814, 0.07289304210733485, 0.05597610013356466, 0.05050050817627584, -0.04709915838540655, 0.04063428282626371, 0.03380812318915496, 0.031370191654108474, 0.024897984631692852, 0.018524593286512347]",7
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
107        0.0  -0.337904  -0.882384    0.51658  -2.317664  -1.031214   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
107  -0.407648  -0.122381  -0.055763  -0.626063  ...   0.902921    2.97871   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
107  -0.026389  -0.301406  -0.696907  -0.238293    0.03703   1.412746   

     pixel_7_6  pixel_7_7  
107   3.531256   8.535772  

[1 rows x 64 columns]","['pixel_1_2', 'pixel_7_7', 'pixel_2_3', 'pixel_1_4', 'pixel_6_7', 'pixel_4_3', 'pixel_3_2', 'pixel_7_0', 'pixel_6_0', 'pixel_3_0']","[-1.9069483115288126, 8.535772116704688, 1.2085709653304475, -1.1143279748449022, 2.9787103883402226, -0.9728510339822394, -1.4610783217942955, -0.0263889906984631, -0.03963009454234691, -0.026388990698462983]","[0.07265264013694887, 0.07011104565547793, 0.06978472860577511, -0.02646400894604208, 0.025988613265448553, 0.022358285867027337, -0.0216191040573473, 0.01932137496612222, 0.018839970641587708, -0.005906154805115154]",1
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
108        0.0  -0.337904  -1.091416  -1.581702   0.030392  -1.031214   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
108   0.197195    0.84923  -0.055763  -0.626063  ...  -0.747052  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
108  -0.026389  -0.301406  -1.086578  -1.597133   -0.16842  -1.144934   

     pixel_7_6  pixel_7_7  
108  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_3_0', 'pixel_4_1', 'pixel_5_1', 'pixel_5_4', 'pixel_5_0', 'pixel_2_0', 'pixel_0_2', 'pixel_7_3', 'pixel_0_3', 'pixel_3_6']","[-0.026388990698462983, 0.7574371320495009, 1.1297397454917488, 1.3234166863398549, -0.05806465198722751, -0.03733266964732845, -1.0914159193535042, -1.5971328317227196, -1.5817016863822813, 1.531865794412042]","[-0.2775679968330155, 0.13253023349749657, 0.110162326516623, 0.10229880022354419, 0.07554211882393524, 0.06751311709643933, 0.05397354196888852, 0.04021737417259184, 0.03984539334310181, 0.03888135783593083]",4
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
109        0.0   1.824985   2.044059   0.982865  -1.613247  -1.031214   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
109  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.747052  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
109  -0.026389   1.765996   1.835955  -2.503026   -2.42837  -1.144934   

     pixel_7_6  pixel_7_7  
109  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_7_4', 'pixel_6_5', 'pixel_3_0', 'pixel_3_3', 'pixel_6_0', 'pixel_0_7', 'pixel_3_7', 'pixel_2_2', 'pixel_7_7', 'pixel_7_0']","[-2.428369912334688, -1.4595926520598348, -0.026388990698462983, 1.2209341659449149, -0.03963009454234691, -0.12238102150342442, -0.0457389353746345, -1.7412419363443192, -0.18695902517032026, -0.0263889906984631]","[0.12108351263496438, 0.06640148670110448, 0.05196108167214446, -0.04600145114204523, 0.04173883728164431, -0.03758490017644747, 0.035968801361246104, 0.03364207910466526, 0.026372643551230795, 0.023300513183521634]",7
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
110        0.0  -0.337904   2.044059   0.982865  -0.204413  -0.501791   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
110  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.128312  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
110  -0.026389  -0.301406   1.835955   0.441126   -0.99022  -0.974422   

     pixel_7_6  pixel_7_7  
110  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_2_2', 'pixel_3_2', 'pixel_5_5', 'pixel_3_0', 'pixel_5_3', 'pixel_2_0', 'pixel_5_7', 'pixel_7_0', 'pixel_6_3', 'pixel_5_6']","[-1.7412419363443192, -1.4610783217942955, 1.368783369739169, -0.026388990698462983, -0.8112956791439104, -0.03733266964732845, -0.0961539066298463, -0.0263889906984631, 1.0321441044244517, 1.2865760375987298]","[0.11316094068844804, 0.08131804074954016, 0.07086593546895875, 0.06439503591484619, 0.062170618826357965, 0.06115392471192199, -0.04810014736961704, -0.04673502971032197, -0.044242754421816, 0.04052099449295113]",3
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
111        0.0  -0.337904  -0.673353    0.51658   0.265198  -1.031214   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
111  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.747052  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
111  -0.026389  -0.301406  -1.086578   0.894073   -1.40112  -1.144934   

     pixel_7_6  pixel_7_7  
111  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_4_1', 'pixel_6_0', 'pixel_3_0', 'pixel_5_4', 'pixel_5_1', 'pixel_3_7', 'pixel_7_0', 'pixel_1_5', 'pixel_7_7', 'pixel_2_0']","[1.3309024422471472, -0.03963009454234691, -0.026388990698462983, 1.3234166863398549, -0.5363481180875237, -0.0457389353746345, -0.0263889906984631, -1.3612586560607807, -0.18695902517032026, -0.03733266964732845]","[0.14559891348959134, -0.13542265007545787, -0.10644234591853557, 0.10581023047888188, -0.06460670562063812, -0.060920520281935224, 0.056350322172757615, 0.04085787155517923, 0.03884295667772322, -0.0276111442834612]",4
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
112        0.0  -0.337904  -0.464321   0.283438   0.265198  -0.501791   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
112  -0.407648  -0.122381  -0.055763   0.002405  ...   0.696674  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
112  -0.026389  -0.301406  -0.502071   0.214653   0.858829   0.560186   

     pixel_7_6  pixel_7_7  
112  -0.245849  -0.186959  

[1 rows x 64 columns]","['pixel_7_0', 'pixel_3_3', 'pixel_2_0', 'pixel_5_0', 'pixel_4_3', 'pixel_3_0', 'pixel_7_7', 'pixel_5_3', 'pixel_6_2', 'pixel_4_4']","[-0.0263889906984631, 0.8812144648193765, -0.03733266964732845, -0.05806465198722751, 1.1117819283740598, -0.026388990698462983, -0.18695902517032026, 0.739012686454227, 0.9558419729144508, 0.45445822940350855]","[0.15396821606265082, 0.15028546484487554, -0.12553155722773646, 0.12443759400612102, 0.11681184240357384, 0.11356694006984698, 0.10262072360789802, 0.09992119017673597, 0.06276907783140918, -0.05656873298734074]",8
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
113        0.0  -0.337904   0.580838   0.283438   0.500004  -0.148843   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
113  -0.407648  -0.122381  -0.055763   0.945108  ...   0.696674  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
113  -0.026389  -0.301406   0.472107   0.894073   0.858829   1.071722   

     pixel_7_6  pixel_7_7  
113   0.005958  -0.186959  

[1 rows x 64 columns]","['pixel_3_0', 'pixel_3_7', 'pixel_0_7', 'pixel_5_4', 'pixel_6_3', 'pixel_2_5', 'pixel_6_2', 'pixel_5_2', 'pixel_7_7', 'pixel_1_0']","[-0.026388990698462983, -0.0457389353746345, -0.12238102150342442, -1.2296959543990227, -1.4458772314903638, 0.9926479938149063, -0.9824510438730701, -1.061264415226529, -0.18695902517032026, -0.05576317482402748]","[0.06026809670644864, 0.04131130953264184, 0.03884127316540111, 0.03679004442878304, 0.03588180876029649, 0.03262816766260743, 0.02900882496887534, 0.027620102036037524, 0.02597295844881917, 0.020325668433332434]",9
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
114        0.0  -0.337904   0.162774    0.51658   0.969615   1.262951   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
114  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.747052  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
114  -0.026389  -0.301406   0.861778   0.214653   -2.42837  -1.144934   

     pixel_7_6  pixel_7_7  
114  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_6_0', 'pixel_7_4', 'pixel_6_5', 'pixel_0_7', 'pixel_7_0', 'pixel_0_5', 'pixel_3_0', 'pixel_1_0', 'pixel_3_7', 'pixel_2_2']","[-0.03963009454234691, -2.428369912334688, -1.4595926520598348, -0.12238102150342442, -0.0263889906984631, 1.262951163111031, -0.026388990698462983, -0.05576317482402748, -0.0457389353746345, -1.7412419363443192]","[-0.1363331943152784, 0.12049563789831057, 0.06746990323941732, -0.04487764829189718, 0.03943142479255607, 0.038742061975236095, 0.03859283490858969, -0.03368704261763965, 0.03368197782131569, 0.02866296892906336]",7
