instance,features,values,scores,target_label
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
104        0.0  -0.337904  -0.673353  -0.182847   0.265198  -0.325317   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
104  -0.407648  -0.122381  -0.055763  -0.311829  ...   0.696674  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
104  -0.026389  -0.301406  -0.307235  -0.464767   0.653379   1.412746   

     pixel_7_6  pixel_7_7  
104   0.257765  -0.186959  

[1 rows x 64 columns]","['pixel_3_5', 'pixel_2_0', 'pixel_1_0', 'pixel_5_0', 'pixel_4_5', 'pixel_1_3', 'pixel_3_0', 'pixel_6_0', 'pixel_3_4', 'pixel_5_4']","[1.110538070970404, -0.03733266964732845, -0.05576317482402748, -0.05806465198722751, 1.0595816397063806, -1.2773366838804587, -0.026388990698462983, -0.03963009454234691, 0.6618060704204977, -1.2296959543990227]","[0.1034274097198233, 0.0840966110417622, 0.07580523933486276, 0.06666479568744436, 0.05455090474206359, 0.04494749605202616, 0.04185834898974258, 0.04036384797506062, 0.03853868487138103, 0.0346804371006686]",9
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
105        0.0  -0.337904  -0.255289    0.51658  -0.204413  -0.501791   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
105  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.334559  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
105  -0.026389  -0.301406  -0.307235     0.6676    0.03703   -0.80391   

     pixel_7_6  pixel_7_7  
105  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_4_4', 'pixel_3_4', 'pixel_3_0', 'pixel_4_3', 'pixel_3_6', 'pixel_1_0', 'pixel_4_6', 'pixel_7_0', 'pixel_5_0', 'pixel_2_0']","[-1.725191111671445, -1.6083072330269994, -0.026388990698462983, -1.4539201791413852, 0.9900095121794009, -0.05576317482402748, 1.416191803042592, -0.0263889906984631, -0.05806465198722751, -0.03733266964732845]","[0.21582757736105368, 0.2091048789469605, 0.14648573173564963, 0.1328922312451901, 0.12717316700507253, 0.12395820125044175, 0.09218321286432636, 0.09155048835560603, 0.08574599886595098, 0.074902332448276]",0
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
106        0.0  -0.337904  -0.882384  -0.182847   0.030392   1.262951   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
106   3.826249   4.735672  -0.055763  -0.626063  ...  -0.747052  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
106  -0.026389  -0.301406  -1.086578     0.6676   -0.99022  -1.144934   

     pixel_7_6  pixel_7_7  
106  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_0_7', 'pixel_7_0', 'pixel_7_4', 'pixel_6_5', 'pixel_6_0', 'pixel_6_2', 'pixel_5_0', 'pixel_4_4', 'pixel_3_0', 'pixel_3_7']","[4.735672235414279, -0.0263889906984631, -0.9902201950444538, -1.4595926520598348, -0.03963009454234691, -1.3348679560162557, -0.05806465198722751, -1.0545297759560746, -0.026388990698462983, -0.0457389353746345]","[0.20746832733100354, -0.1422319252872846, 0.09609511132753915, 0.06187682138609646, 0.04705411709080455, 0.044787353826765235, 0.04007186104263219, -0.03737350668816227, 0.01625492815617761, 0.010770007796838907]",7
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
107        0.0  -0.337904  -0.882384    0.51658  -2.317664  -1.031214   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
107  -0.407648  -0.122381  -0.055763  -0.626063  ...   0.902921    2.97871   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
107  -0.026389  -0.301406  -0.696907  -0.238293    0.03703   1.412746   

     pixel_7_6  pixel_7_7  
107   3.531256   8.535772  

[1 rows x 64 columns]","['pixel_3_0', 'pixel_2_3', 'pixel_3_7', 'pixel_5_0', 'pixel_6_0', 'pixel_5_7', 'pixel_1_0', 'pixel_7_0', 'pixel_1_2', 'pixel_6_7']","[-0.026388990698462983, 1.2085709653304475, -0.0457389353746345, -0.05806465198722751, -0.03963009454234691, -0.0961539066298463, -0.05576317482402748, -0.0263889906984631, -1.9069483115288126, 2.9787103883402226]","[-0.1411326600596609, 0.05809562195477066, 0.04636690173128314, 0.045639223586480024, -0.0355537149446239, 0.032925908646814626, 0.03126157433203372, -0.030371489085983097, 0.029988377531833615, 0.024681662220168148]",1
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
108        0.0  -0.337904  -1.091416  -1.581702   0.030392  -1.031214   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
108   0.197195    0.84923  -0.055763  -0.626063  ...  -0.747052  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
108  -0.026389  -0.301406  -1.086578  -1.597133   -0.16842  -1.144934   

     pixel_7_6  pixel_7_7  
108  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_0_7', 'pixel_2_0', 'pixel_3_7', 'pixel_6_5', 'pixel_6_2', 'pixel_7_0', 'pixel_6_0', 'pixel_5_4', 'pixel_0_6', 'pixel_3_0']","[0.8492296298801164, -0.03733266964732845, -0.0457389353746345, -1.1277463359440238, -1.1586594999446629, -0.0263889906984631, -0.03963009454234691, 1.3234166863398549, 0.19719464001796097, -0.026388990698462983]","[0.17091876428485012, 0.07386404635455901, 0.07118652150955336, 0.06915903770080184, 0.03987861476332558, 0.03405377397844665, -0.03369367965915749, 0.03188826506413327, 0.028533485377214392, 0.025900763104519463]",7
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
109        0.0   1.824985   2.044059   0.982865  -1.613247  -1.031214   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
109  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.747052  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
109  -0.026389   1.765996   1.835955  -2.503026   -2.42837  -1.144934   

     pixel_7_6  pixel_7_7  
109  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_0_7', 'pixel_7_4', 'pixel_1_7', 'pixel_2_0', 'pixel_6_5', 'pixel_6_0', 'pixel_5_5', 'pixel_2_2', 'pixel_1_0', 'pixel_6_2']","[-0.12238102150342442, -2.428369912334688, -0.12605859208882483, -0.03733266964732845, -1.4595926520598348, -0.03963009454234691, -1.4582977690537675, -1.7412419363443192, -0.05576317482402748, 1.4844673411292293]","[-0.23985279524824504, 0.09896019092813635, -0.07616234914118424, -0.05237247946568762, 0.049406382170213786, 0.04439002815418578, 0.0395912457445864, 0.035460069363395706, 0.0346741162144489, -0.03426493952880195]",7
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
110        0.0  -0.337904   2.044059   0.982865  -0.204413  -0.501791   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
110  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.128312  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
110  -0.026389  -0.301406   1.835955   0.441126   -0.99022  -0.974422   

     pixel_7_6  pixel_7_7  
110  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_1_0', 'pixel_3_2', 'pixel_2_2', 'pixel_2_0', 'pixel_5_7', 'pixel_5_6', 'pixel_0_1', 'pixel_7_0', 'pixel_7_2', 'pixel_5_0']","[-0.05576317482402748, -1.4610783217942955, -1.7412419363443192, -0.03733266964732845, -0.0961539066298463, 1.2865760375987298, -0.3379043523106069, -0.0263889906984631, 1.8359554802872748, -0.05806465198722751]","[-0.12381007146809088, 0.08552429230995955, 0.07517722476266493, 0.06273688601339705, 0.046198367509350205, 0.03138846634168351, -0.029974180310608563, 0.02972333824587928, 0.02739960545306693, 0.026649054965504047]",3
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
111        0.0  -0.337904  -0.673353    0.51658   0.265198  -1.031214   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
111  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.747052  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
111  -0.026389  -0.301406  -1.086578   0.894073   -1.40112  -1.144934   

     pixel_7_6  pixel_7_7  
111  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_5_0', 'pixel_2_7', 'pixel_3_7', 'pixel_3_0', 'pixel_6_0', 'pixel_1_0', 'pixel_6_5', 'pixel_4_1', 'pixel_5_7', 'pixel_5_4']","[-0.05806465198722751, -0.11565628382525205, -0.0457389353746345, -0.026388990698462983, -0.03963009454234691, -0.05576317482402748, -1.2936694940019293, 1.3309024422471472, -0.0961539066298463, 1.3234166863398549]","[-0.5126268804624521, -0.3825359807196202, -0.3459185371996034, -0.09795835328939953, -0.0658564814004719, 0.04574575323155887, 0.04337812470970338, 0.04030097058226725, 0.03883859556169746, 0.03397884380798258]",4
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
112        0.0  -0.337904  -0.464321   0.283438   0.265198  -0.501791   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
112  -0.407648  -0.122381  -0.055763   0.002405  ...   0.696674  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
112  -0.026389  -0.301406  -0.502071   0.214653   0.858829   0.560186   

     pixel_7_6  pixel_7_7  
112  -0.245849  -0.186959  

[1 rows x 64 columns]","['pixel_5_7', 'pixel_6_0', 'pixel_4_3', 'pixel_4_5', 'pixel_2_7', 'pixel_5_0', 'pixel_3_4', 'pixel_3_3', 'pixel_3_0', 'pixel_3_7']","[-0.0961539066298463, -0.03963009454234691, 1.1117819283740598, -1.3136830482932818, -0.11565628382525205, -0.05806465198722751, 0.9861079709129972, 0.8812144648193765, -0.026388990698462983, -0.0457389353746345]","[0.17662660787908538, 0.11773909518910178, 0.11604010549383856, 0.11493352321770328, 0.10983940161177048, 0.09824501313964729, 0.09725664440399129, 0.08398341396981647, 0.0729912385522716, 0.06906781705870717]",8
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
113        0.0  -0.337904   0.580838   0.283438   0.500004  -0.148843   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
113  -0.407648  -0.122381  -0.055763   0.945108  ...   0.696674  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
113  -0.026389  -0.301406   0.472107   0.894073   0.858829   1.071722   

     pixel_7_6  pixel_7_7  
113   0.005958  -0.186959  

[1 rows x 64 columns]","['pixel_7_0', 'pixel_1_0', 'pixel_4_6', 'pixel_2_0', 'pixel_3_7', 'pixel_5_0', 'pixel_6_0', 'pixel_4_4', 'pixel_5_4', 'pixel_3_0']","[-0.0263889906984631, -0.05576317482402748, 1.416191803042592, -0.03733266964732845, -0.0457389353746345, -0.05806465198722751, -0.03963009454234691, -1.725191111671445, -1.2296959543990227, -0.026388990698462983]","[0.10505637528824074, 0.08982857045613409, 0.07935770869068531, 0.07767851473993104, 0.06805285631808711, 0.06760495414845975, 0.04974713755510006, 0.04668612059461749, 0.04625163180774493, 0.03863288338737637]",9
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
114        0.0  -0.337904   0.162774    0.51658   0.969615   1.262951   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
114  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.747052  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
114  -0.026389  -0.301406   0.861778   0.214653   -2.42837  -1.144934   

     pixel_7_6  pixel_7_7  
114  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_0_7', 'pixel_7_4', 'pixel_3_7', 'pixel_5_0', 'pixel_6_5', 'pixel_1_7', 'pixel_3_2', 'pixel_5_7', 'pixel_2_7', 'pixel_1_0']","[-0.12238102150342442, -2.428369912334688, -0.0457389353746345, -0.05806465198722751, -1.4595926520598348, -0.12605859208882483, -1.139994127205153, -0.0961539066298463, -0.11565628382525205, -0.05576317482402748]","[-0.29053655955028984, 0.09120332875474603, 0.06651417610078038, 0.06063431841385954, 0.05487454566927238, -0.05293912502082505, 0.046254123592468936, 0.04411280919177176, 0.039436991158628656, 0.03398704280685725]",7
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
115        0.0  -0.337904  -0.464321  -0.182847   0.734809   1.262951   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
115   0.197195  -0.122381  -0.055763   0.002405  ...  -0.747052  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
115  -0.026389  -0.301406  -0.696907   0.894073   -2.22292  -1.144934   

     pixel_7_6  pixel_7_7  
115  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_1_0', 'pixel_3_5', 'pixel_6_0', 'pixel_3_7', 'pixel_5_0', 'pixel_3_4', 'pixel_5_3', 'pixel_3_0', 'pixel_5_7', 'pixel_7_0']","[-0.05576317482402748, 1.2819866322063806, -0.03963009454234691, -0.0457389353746345, -0.05806465198722751, 0.9861079709129972, -0.0361414963448417, -0.026388990698462983, -0.0961539066298463, -0.0263889906984631]","[0.10030577545576053, 0.08607608076254483, 0.06656224533549937, 0.0635901366531469, 0.05462569173258303, 0.053745992856821134, 0.049536180872747776, -0.04141386052017503, 0.040890709644580484, -0.02125950477836345]",9
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
116        0.0   2.906429  -0.046258    0.51658   0.265198   0.027632   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
116  -0.407648  -0.122381  -0.055763   2.202044  ...  -0.747052  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
116  -0.026389  -0.301406  -0.502071     0.6676   0.858829  -0.292374   

     pixel_7_6  pixel_7_7  
116  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_5_0', 'pixel_3_7', 'pixel_7_0', 'pixel_4_3', 'pixel_4_5', 'pixel_0_7', 'pixel_5_7', 'pixel_3_4', 'pixel_2_7', 'pixel_7_7']","[-0.05806465198722751, -0.0457389353746345, -0.0263889906984631, 1.1117819283740598, -1.4832019545789719, -0.12238102150342442, -0.0961539066298463, 0.9861079709129972, -0.11565628382525205, -0.18695902517032026]","[0.2039940677095826, 0.1780851666783701, 0.15524959059083937, 0.12415806899651097, 0.11507235817785852, 0.1003626828734658, 0.09942425748335969, 0.09684944971009554, 0.09390649018047073, 0.07004105093851874]",8
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
117        0.0  -0.337904  -0.046258   0.982865   0.734809  -0.148843   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
117  -0.407648  -0.122381  -0.055763  -0.626063  ...   1.934154   4.037431   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
117  -0.026389  -0.301406   0.277271   0.894073    0.24248   0.560186   

     pixel_7_6  pixel_7_7  
117     1.5168   1.557587  

[1 rows x 64 columns]","['pixel_3_0', 'pixel_7_7', 'pixel_6_7', 'pixel_2_0', 'pixel_1_0', 'pixel_5_0', 'pixel_3_2', 'pixel_6_3', 'pixel_7_6', 'pixel_3_7']","[-0.026388990698462983, 1.5575872032046811, 4.037430850384472, -0.03733266964732845, -0.05576317482402748, -0.05806465198722751, -1.4610783217942955, 1.2227611302640529, 1.5167998975834986, -0.0457389353746345]","[-0.2026656248180332, 0.17193240512225935, 0.1289506885430058, -0.11433712753393639, -0.09402143083352202, 0.04856846682290798, 0.04130888280722271, 0.038576093514723644, 0.036305286238930756, 0.03030161468285472]",2
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
118        0.0  -0.337904  -1.091416  -2.747414   0.265198  -0.854739   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
118  -0.407648  -0.122381  -0.055763  -0.626063  ...   2.140401  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
118  -0.026389  -0.301406  -1.086578  -2.729499   -0.37387   1.583258   

     pixel_7_6  pixel_7_7  
118   2.020414  -0.186959  

[1 rows x 64 columns]","['pixel_5_7', 'pixel_2_5', 'pixel_5_0', 'pixel_2_0', 'pixel_5_6', 'pixel_6_6', 'pixel_1_2', 'pixel_3_7', 'pixel_1_0', 'pixel_3_0']","[-0.0961539066298463, -0.940627588446698, -0.05806465198722751, -0.03733266964732845, 2.673877012608266, 2.1404009541840785, -1.9069483115288126, -0.0457389353746345, -0.05576317482402748, -0.026388990698462983]","[-0.4762557949105883, 0.07377928754661263, 0.07242651441972658, 0.06383786999325589, 0.06206224661961534, 0.04649602319308127, 0.046352152870164635, 0.045133097642040314, 0.04238687311921116, 0.038034022075461076]",6
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
119        0.0  -0.337904   0.789869   0.050295   0.030392   1.086477   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
119    1.40688  -0.122381  -0.055763  -0.311829  ...   0.902921  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
119  -0.026389  -0.301406   0.666942   0.894073   0.858829   1.412746   

     pixel_7_6  pixel_7_7  
119   0.509572  -0.186959  

[1 rows x 64 columns]","['pixel_1_0', 'pixel_2_0', 'pixel_5_0', 'pixel_0_6', 'pixel_2_5', 'pixel_0_5', 'pixel_3_7', 'pixel_3_0', 'pixel_6_3', 'pixel_7_0']","[-0.05576317482402748, -0.03733266964732845, -0.05806465198722751, 1.4068795821985798, -1.1017338869684983, 1.0864769486623194, -0.0457389353746345, -0.026388990698462983, -1.636494257329965, -0.0263889906984631]","[-0.10850986058956623, 0.09237116362496157, 0.08750282162910492, 0.07380621500470039, 0.0707546564034795, 0.0648007782029324, 0.059337453246507875, 0.04841548771530213, 0.04625171970605449, -0.01690737353541154]",5
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
120        0.0  -0.337904   0.580838   0.749722   0.030392  -0.854739   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
120  -0.407648  -0.122381  -0.055763    1.88781  ...   1.521661  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
120  -0.026389  -0.301406   0.666942   0.894073   -0.57932    0.04865   

     pixel_7_6  pixel_7_7  
120  -0.245849  -0.186959  

[1 rows x 64 columns]","['pixel_2_0', 'pixel_7_7', 'pixel_6_7', 'pixel_1_0', 'pixel_7_0', 'pixel_5_0', 'pixel_3_2', 'pixel_3_0', 'pixel_4_5', 'pixel_3_3']","[-0.03733266964732845, -0.18695902517032026, -0.19745099779252528, -0.05576317482402748, -0.0263889906984631, -0.05806465198722751, -1.4610783217942955, -0.026388990698462983, -1.4832019545789719, -1.3269635924966223]","[-0.14583137492415257, -0.14119225571318522, -0.12435915722789238, -0.10261469813592354, -0.08351595509419027, 0.05219366644608776, 0.04652941651800731, 0.039966298938784624, 0.03772335731404304, 0.031768843374493386]",2
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
121        0.0    0.74354   0.789869   0.050295   0.265198   0.910003   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
121  -0.407648  -0.122381  -0.055763    0.31664  ...  -0.747052  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
121  -0.026389  -0.301406   1.056613   0.894073    0.24248  -0.974422   

     pixel_7_6  pixel_7_7  
121  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_1_0', 'pixel_5_7', 'pixel_0_6', 'pixel_7_2', 'pixel_5_0', 'pixel_3_0', 'pixel_7_1', 'pixel_6_3', 'pixel_0_1', 'pixel_6_0']","[-0.05576317482402748, -0.0961539066298463, -0.4076478310723484, 1.0566133267763633, -0.05806465198722751, -0.026388990698462983, -0.30140624683046907, -1.4458772314903638, 0.7435400892714469, -0.03963009454234691]","[-0.12809074615348612, 0.0814639226856091, -0.07283438795229825, 0.05544290947245131, 0.05418253633228232, 0.05028543882015258, -0.048988963448719974, 0.045144811276027375, 0.03581871458207231, -0.020252103186387663]",5
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
122        0.0  -0.337904   0.162774    0.51658   0.969615  -0.148843   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
122  -0.407648  -0.122381  -0.055763   0.002405  ...  -0.128312  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
122  -0.026389  -0.301406  -0.502071   0.441126   0.858829  -0.121862   

     pixel_7_6  pixel_7_7  
122  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_1_0', 'pixel_5_0', 'pixel_2_4', 'pixel_2_0', 'pixel_5_7', 'pixel_5_3', 'pixel_3_7', 'pixel_7_1', 'pixel_2_2', 'pixel_4_5']","[-0.05576317482402748, -0.05806465198722751, 1.2689636441531635, -0.03733266964732845, -0.0961539066298463, -0.6562648425840967, -0.0457389353746345, -0.30140624683046907, 0.9095434254680826, 1.229100545992071]","[-0.11015975822054817, 0.06378854963382277, 0.06251789215948964, 0.06230510644982872, 0.05416703862840771, 0.05127467142127275, 0.036985505112859536, -0.03532546720870488, -0.03517771330206975, 0.03274647550847504]",3
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
123        0.0  -0.337904  -1.091416  -0.882274   0.734809  -0.854739   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
123  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.747052  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
123  -0.026389  -0.301406  -1.086578  -0.464767   0.653379  -0.462886   

     pixel_7_6  pixel_7_7  
123  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_5_0', 'pixel_2_7', 'pixel_3_7', 'pixel_3_0', 'pixel_4_1', 'pixel_1_2', 'pixel_2_0', 'pixel_5_7', 'pixel_5_4', 'pixel_6_0']","[-0.05806465198722751, -0.11565628382525205, -0.0457389353746345, -0.026388990698462983, 1.9043677524447935, -1.7236761925034711, -0.03733266964732845, -0.0961539066298463, 1.3234166863398549, -0.03963009454234691]","[-0.5855765312312717, -0.35321152750458124, -0.3167510334606636, -0.11525611951571292, 0.03944847417759097, 0.033456925189014365, 0.033085301447869205, 0.03241951229173836, 0.030331007136709602, -0.029269567100521202]",4
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
124        0.0  -0.337904  -0.673353  -0.882274  -1.143636  -1.031214   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
124  -0.407648  -0.122381  -0.055763  -0.626063  ...   2.140401   0.861269   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
124  -0.026389  -0.301406  -0.891742   -0.01182   -0.37387    0.04865   

     pixel_7_6  pixel_7_7  
124  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_2_4', 'pixel_1_0', 'pixel_2_0', 'pixel_6_7', 'pixel_3_0', 'pixel_1_2', 'pixel_7_0', 'pixel_5_0', 'pixel_1_4', 'pixel_6_4']","[1.4299365216821271, -0.05576317482402748, -0.03733266964732845, 0.861269464251724, -0.026388990698462983, -0.8073155973767646, -0.0263889906984631, -0.05806465198722751, 1.1708539528112176, -1.8081703805353915]","[0.04749055715186189, 0.039830649369652284, 0.03465791199080014, 0.031149776280464624, 0.030847415785499, 0.030634750423039116, 0.029943023217185026, 0.026815976595516242, 0.02673706436459179, -0.024693054512366214]",1
"     pixel_0_0  pixel_0_1  pixel_0_2  pixel_0_3  pixel_0_4  pixel_0_5  \
125        0.0  -0.337904  -0.882384   0.283438   0.969615   0.733529   

     pixel_0_6  pixel_0_7  pixel_1_0  pixel_1_1  ...  pixel_6_6  pixel_6_7  \
125  -0.407648  -0.122381  -0.055763  -0.626063  ...  -0.747052  -0.197451   

     pixel_7_0  pixel_7_1  pixel_7_2  pixel_7_3  pixel_7_4  pixel_7_5  \
125  -0.026389  -0.301406  -0.891742     0.6676   -0.99022  -1.144934   

     pixel_7_6  pixel_7_7  
125  -0.497656  -0.186959  

[1 rows x 64 columns]","['pixel_0_7', 'pixel_7_4', 'pixel_6_5', 'pixel_2_0', 'pixel_1_7', 'pixel_6_2', 'pixel_5_7', 'pixel_5_0', 'pixel_3_3', 'pixel_1_0']","[-0.12238102150342442, -0.9902201950444538, -1.4595926520598348, -0.03733266964732845, -0.12605859208882483, -1.3348679560162557, -0.0961539066298463, -0.05806465198722751, -1.4968234430593916, -0.05576317482402748]","[-0.2305892361173139, 0.09604325627242155, 0.07476274348351204, 0.060395628607166844, -0.050678707335412757, 0.04130581351702917, 0.03744872205337616, 0.03466537528280489, 0.03182428731775279, 0.03074750370092409]",7
